3422, Durocher, Manik Ullah, 2050, Good, Satisfied, The apartment is not the best quality but it's livable cheap and very close to campus.
350, Prince Arthur, Oxford Rental, 2500, Good, Satisfied, Sound proof. Great location. Access to metro and great shopping. Small and better possible possibilities available.
